car_name,Kms_driven,fuel_type,Transmission,Ownership,Manufacture,Engine_cc,Seats,car_prices_in_rupee,Price_in_rupees
Hyundai Grand i10 Sportz,80000,Petrol,Manual,2,2015,1196,5,3.50 Lakh,350000
Chevrolet Beat LT,40000,Petrol,Manual,1,2011,1298,5,1.70 Lakh,170000
Hyundai Verna SX Opt AT Diesel,32000,Diesel,Automatic,1,2021,1198,5,15.50 Lakh,1550000
Maruti Wagon R LXI Minor,70000,Petrol,Manual,2,2009,1197,5,1.75 Lakh,175000
Mahindra KUV 100 NXT D75 K8 5Str,80000,Diesel,Manual,2,2017,1197,7,3.20 Lakh,320000
Maruti Swift Dzire VXI,60000,Petrol,Manual,1,2021,998,5,7 Lakh,700000
Maruti Swift 1.3 VXi,130000,Petrol,Manual,4,2008,1798,4,1.60 Lakh,160000
Maruti Eeco 5 STR With AC Plus HTR CNG,100000,Cng,Manual,4,2010,1248,7,1.30 Lakh,130000
Maruti Swift Dzire VXi,80000,Petrol,Manual,2,2009,1197,5,2.50 Lakh,250000
Nissan Micra XV CVT,80000,Petrol,Automatic,3,2017,624,5,3.08 Lakh,308000
Hyundai i20 Sportz,30000,Petrol,Manual,1,2020,1373,5,7.50 Lakh,750000
Hyundai i20 1.2 Spotz,30000,Petrol,Manual,1,2018,1461,7,6 Lakh,600000
Maruti Wagon R VXI Minor,90000,Petrol,Manual,2,2011,1248,5,2.50 Lakh,250000
Toyota Corolla Altis 1.8 J,120000,Petrol,Manual,4,2008,1196,5,1.45 Lakh,145000
Maruti Ertiga SHVS VDI,157000,Diesel,Manual,1,2017,2982,5,7 Lakh,700000
Maruti Wagon R VXI 1.2,50000,Petrol,Manual,3,2020,1199,5,4.25 Lakh,425000
Tata Nano LX SE,15000,Petrol,Manual,2,2012,2953,5,"60,000",60000
Maruti Ertiga VXI,90000,Petrol,Manual,4,2013,1197,5,4.25 Lakh,425000
Renault Pulse RxL,111000,Diesel,Manual,2,2013,1197,5,1.90 Lakh,190000
Tata Indica Aqua 1.3 Quadrajet,120000,Diesel,Manual,1,2011,1248,5,1.50 Lakh,150000
Maruti Eeco CNG HTR 5-STR,90000,Cng,Manual,4,2016,998,5,3.51 Lakh,351000
Toyota Fortuner 4x2 AT,40000,Diesel,Automatic,2,2014,1198,5,15 Lakh,1500000
Tata Tiago 1.2 Revotron XZ,110000,Petrol,Manual,1,2018,796,5,4.25 Lakh,425000
Ford Endeavour 3.0 4x4 Thunder Plus,210000,Diesel,Manual,1,2008,1197,5,5.80 Lakh,580000
Hyundai Grand i10 1.2 Kappa Magna CNG BSIV,80000,Cng,Manual,2,2019,1497,5,5.75 Lakh,575000
Maruti Swift Dzire VXI,100000,Petrol,Manual,3,2013,796,5,3.99 Lakh,399000
Maruti Swift Dzire VDi,198000,Diesel,Manual,2,2011,999,5,3.25 Lakh,325000
Maruti Alto K10 VXI,70000,Petrol,Manual,1,2019,998,5,3.50 Lakh,350000
Tata Nexon 1.2 Revotron XZ Plus,100000,Petrol,Manual,1,2020,2143,5,7.50 Lakh,750000
Maruti Alto 800 CNG LXI,50000,Cng,Manual,2,2016,799,5,2.35 Lakh,235000
Hyundai i20 Era 1.2,90000,Petrol,Manual,1,2014,1086,5,3.80 Lakh,380000
Honda City 1.5 V MT,120000,Petrol,Manual,4,2011,1086,7,2.75 Lakh,275000
Maruti Alto LXi,90000,Petrol,Manual,3,2012,998,5,1.51 Lakh,151000
Hyundai Santro AT,68000,Petrol,Automatic,2,2002,1599,5,1 Lakh,100000
Maruti A-Star Vxi,100000,Petrol,Manual,2,2010,998,5,1.65 Lakh,165000
Mercedes-Benz C-Class 220 CDI AT,68551,Diesel,Automatic,1,2013,1248,7,12 Lakh,1200000
Renault KWID RXT,20000,Petrol,Manual,1,2021,1984,5,4.50 Lakh,450000
Hyundai Santro Xing GL Plus,100000,Petrol,Manual,2,2014,1197,5,2.50 Lakh,250000
Hyundai Santro Xing GLS,90000,Petrol,Manual,3,2008,2446,7,1.60 Lakh,160000
Maruti Wagon R LXI CNG,90000,Cng,Manual,2,2010,1061,5,1.80 Lakh,180000
Hyundai Verna 1.6 Xi ABS,100000,Petrol,Manual,1,2009,2755,5,2 Lakh,200000
Maruti Wagon R VXI BS IV,83000,Petrol,Manual,2,2015,1197,5,3.50 Lakh,350000
Maruti Ertiga VDI,120000,Diesel,Manual,2,2014,1248,5,4.50 Lakh,450000
Volvo V40 Cross Country D3,50000,Diesel,Automatic,2,2014,1997,5,13 Lakh,1300000
Hyundai Grand i10 1.2 Kappa Sportz Option,80000,Petrol,Manual,3,2018,1197,5,4.50 Lakh,450000
Toyota Qualis FS B1,120000,Diesel,Manual,3,2001,1493,5,1.75 Lakh,175000
Maruti Wagon R LX Minor,60000,Petrol,Manual,2,2007,1498,4,1.25 Lakh,125000
Toyota Fortuner 2.8 2WD MT BSIV,114000,Diesel,Manual,1,2017,1199,5,27.01 Lakh,2701000
Maruti Swift VXI,17000,Petrol,Manual,1,2021,1197,8,6.80 Lakh,680000
Maruti Vitara Brezza ZDi Plus Dual Tone,72000,Diesel,Manual,1,2016,1498,7,7.75 Lakh,775000
Mahindra Scorpio 1.99 S10,75000,Diesel,Manual,2,2016,1248,5,10 Lakh,1000000
Hyundai i20 Asta Option CVT,30000,Petrol,Automatic,1,2020,2184,5,8.20 Lakh,820000
Hyundai Creta SX Opt Diesel AT,60000,Diesel,Automatic,1,2020,1497,5,17.75 Lakh,1775000
Honda Amaze V CVT Diesel BSIV,50000,Diesel,Automatic,1,2019,2494,5,8.75 Lakh,875000
Honda Amaze VX CVT,12000,Petrol,Automatic,1,2022,1493,5,9.25 Lakh,925000
Maruti Swift VXI Optional,67000,Petrol,Manual,1,2017,1197,5,5.75 Lakh,575000
Ford Ecosport 1.5 Diesel Titanium Plus,50000,Diesel,Manual,1,2020,1956,5,10.50 Lakh,1050000
Maruti Ciaz ZDi Plus SHVS,97000,Diesel,Manual,1,2016,1582,7,6.75 Lakh,675000
Mahindra Thar LX 4-Str Hard Top Diesel AT,17000,Diesel,Automatic,1,2021,1497,5,16.50 Lakh,1650000
Mahindra XUV300 W8 Option Diesel,65000,Diesel,Manual,1,2020,1995,5,10.50 Lakh,1050000
Toyota Innova 2.5 GX (Diesel) 8 Seater,137000,Diesel,Manual,2,2015,1497,5,8.25 Lakh,825000
Mahindra Bolero Power Plus ZLX,48000,Diesel,Manual,1,2017,1396,5,7.50 Lakh,750000
Maruti Swift Dzire VXI,13000,Petrol,Manual,1,2020,2755,5,6.75 Lakh,675000
MG Hector Sharp Diesel MT,52000,Diesel,Manual,1,2021,1248,5,17.75 Lakh,1775000
Hyundai Creta 1.6 CRDi SX Plus,68000,Diesel,Manual,2,2017,1493,7,9.75 Lakh,975000
Mahindra XUV300 W8 Option Diesel BSIV,82000,Diesel,Manual,1,2019,1248,5,10.25 Lakh,1025000
Renault Koleos 4X4 MT,120000,Diesel,Manual,1,2016,1995,7,6.20 Lakh,620000
Honda City EXi,120000,Petrol,Manual,2,2008,1493,5,2.90 Lakh,290000
Hyundai i20 Asta Option Diesel,65000,Diesel,Manual,1,2017,1582,5,6.90 Lakh,690000
Toyota Fortuner 2.8 4WD AT,67000,Diesel,Automatic,1,2019,2755,5,37 Lakh,3700000
Maruti Ciaz ZDi Plus SHVS,79000,Diesel,Manual,1,2017,1498,5,7.25 Lakh,725000
Hyundai Creta SX Opt Diesel,9000,Diesel,Manual,1,2021,2393,5,18.50 Lakh,1850000
Maruti Swift Dzire VDI,64000,Diesel,Manual,1,2018,1248,5,7.30 Lakh,730000
BMW X1 sDrive20d Expedition,18000,Diesel,Automatic,1,2020,1396,5,32 Lakh,3200000
Kia Seltos HTX Plus D,38000,Diesel,Manual,1,2022,1956,5,18.25 Lakh,1825000
Hyundai Verna CRDi 1.6 SX,84000,Diesel,Manual,1,2018,1582,7,8.90 Lakh,890000
Toyota Fortuner 2.8 2WD AT BSIV,95000,Diesel,Automatic,1,2017,1197,7,29 Lakh,2900000
Honda Amaze VX i DTEC,51000,Diesel,Manual,1,2018,1497,5,7.90 Lakh,790000
Toyota Innova Crysta 2.4 ZX MT BSIV,90000,Diesel,Manual,2,2019,1493,7,21 Lakh,2100000
Maruti Swift DDiS LDI,65000,Diesel,Manual,1,2019,1198,5,6 Lakh,600000
Hyundai i20 Asta Option 1.4 CRDi,69000,Diesel,Manual,1,2016,3198,5,7 Lakh,700000
Tata Harrier XZA Plus Dark Edition AT,40000,Diesel,Automatic,1,2020,1462,5,21 Lakh,2100000
Hyundai Verna 1.6 CRDI AT SX Option,75000,Diesel,Automatic,1,2017,1591,5,9.75 Lakh,975000
Hyundai Grand i10 1.2 Kappa Sportz BSIV,65000,Petrol,Manual,1,2018,2198,5,5.50 Lakh,550000
Honda City i-VTEC V,43000,Petrol,Manual,1,2019,1956,5,9.50 Lakh,950000
Hyundai Creta SX Opt Diesel,23000,Diesel,Manual,1,2021,796,5,18 Lakh,1800000
Honda Amaze VX i-VTEC,27000,Petrol,Manual,1,2019,1582,7,7.40 Lakh,740000
Ford Endeavour 3.2 Titanium AT 4X4,86000,Diesel,Automatic,1,2016,1196,7,23.50 Lakh,2350000
Maruti Ertiga ZXI,83000,Petrol,Manual,1,2019,1197,5,10.40 Lakh,1040000
Hyundai Verna 1.6 SX VTVT AT,44000,Petrol,Automatic,2,2014,796,5,6.50 Lakh,650000
Ford Endeavour 2.2 Titanium AT 4X2 Sunroof,110000,Diesel,Automatic,1,2018,999,5,27.50 Lakh,2750000
Tata Harrier XZA Plus Dark Edition AT,39000,Diesel,Automatic,1,2020,1373,5,21 Lakh,2100000
Maruti Alto 800 LXI Opt BSIV,18000,Petrol,Manual,1,2019,1373,5,3.65 Lakh,365000
Hyundai Creta 1.6 CRDi AT SX Plus,91000,Diesel,Automatic,1,2017,1498,5,11.90 Lakh,1190000
Maruti Eeco 5 Seater AC BSIV,104911,Petrol,Manual,1,2019,1199,5,3.58 Lakh,358000
Hyundai Grand i10 1.2 Kappa Sportz Option,127509,Petrol,Manual,1,2017,1197,5,4.55 Lakh,455000
Maruti Alto 800 LXI,29353,Petrol,Manual,1,2019,1451,5,3.28 Lakh,328000
Renault Kiger RXZ Turbo,42859,Petrol,Manual,1,2021,1197,5,8.10 Lakh,810000
Maruti Ertiga VXI CNG,106785,Cng,Manual,1,2017,1498,5,6.52 Lakh,652000
Maruti Ertiga ZXI,93703,Petrol,Manual,4,2013,1299,5,4.09 Lakh,409000
Honda City i DTEC VX,111474,Diesel,Manual,2,2015,1086,5,5.29 Lakh,529000
Honda Jazz 1.2 S AT i VTEC,77038,Petrol,Automatic,2,2015,1461,5,4.88 Lakh,488000
Maruti Ignis Sigma,13945,Petrol,Manual,1,2021,1086,5,4.83 Lakh,483000
MG Hector Sharp DCT,30106,Petrol,Automatic,1,2019,1995,7,16.15 Lakh,1615000
Maruti Swift Dzire VXI 1.2,84798,Petrol,Manual,1,2020,1197,5,6.15 Lakh,615000
Honda City i DTec VX,92696,Diesel,Manual,2,2017,1497,5,6.80 Lakh,680000
Ford Ikon 1.3 Flair,80044,Petrol,Manual,1,2009,1197,5,"87,256",87256
Hyundai Santro Xing GL Plus,51974,Petrol,Manual,1,2014,1197,5,2.39 Lakh,239000
Renault Fluence Diesel E4,152000,Diesel,Manual,2,2013,2179,5,3.63 Lakh,363000
Hyundai Santro Xing GLS,84508,Petrol,Manual,3,2014,796,5,1.84 Lakh,184000
BMW X1 sDrive20d,100265,Diesel,Automatic,2,2014,1086,5,10.50 Lakh,1050000
Hyundai i20 1.2 Asta,69475,Petrol,Manual,2,2018,1582,5,5.68 Lakh,568000
Honda City i VTEC CVT VX,79165,Petrol,Automatic,2,2015,1199,5,6.57 Lakh,657000
Toyota Etios Liva G,138094,Petrol,Manual,2,2011,799,5,2.14 Lakh,214000
Hyundai i20 1.2 Magna Executive,43993,Petrol,Manual,2,2018,998,5,5.18 Lakh,518000
Mahindra XUV500 W8 2WD,77494,Diesel,Manual,2,2012,1461,5,4.91 Lakh,491000
Maruti Alto 800 LXI,33880,Petrol,Manual,1,2019,1956,5,2.99 Lakh,299000
Hyundai i10 Magna 1.1L,98223,Petrol,Manual,2,2012,1198,5,2.23 Lakh,223000
Hyundai Verna 1.6 SX,90387,Diesel,Manual,1,2012,998,5,4.16 Lakh,416000
Tata Tiago 1.2 Revotron XZ,80176,Petrol,Manual,1,2018,998,5,4.04 Lakh,404000
Renault KWID RXL,72685,Petrol,Manual,1,2016,1582,7,2.37 Lakh,237000
Maruti Wagon R LXI BS IV,42090,Petrol,Manual,1,2013,999,5,2.39 Lakh,239000
Renault Duster 110PS Diesel RxL,111332,Diesel,Manual,2,2013,1086,5,3.50 Lakh,350000
MG Hector Sharp Diesel MT BSIV,32744,Diesel,Manual,2,2019,1193,5,15.68 Lakh,1568000
Nissan Micra XL,47910,Petrol,Manual,3,2011,1248,5,2.07 Lakh,207000
Maruti Wagon R VXI BS IV,98466,Petrol,Manual,1,2014,2494,5,2.73 Lakh,273000
Maruti Wagon R VXI BS IV,81929,Petrol,Manual,3,2011,1197,5,1.66 Lakh,166000
Hyundai Verna 1.6 SX,56538,Diesel,Manual,2,2011,1197,5,3.81 Lakh,381000
Renault KWID 1.0 RXL,61432,Petrol,Manual,1,2018,1461,5,2.69 Lakh,269000
Hyundai Santro Xing GL Plus,87733,Petrol,Manual,3,2012,1086,5,1.74 Lakh,174000
Tata Zest Revotron 1.2T XMS,112991,Petrol,Manual,3,2015,1368,5,2.41 Lakh,241000
Maruti Swift Dzire VDI,124628,Diesel,Manual,2,2012,999,5,2.98 Lakh,298000
Toyota Innova 2.5 VX (Diesel) 7 Seater,83233,Diesel,Manual,1,2015,998,5,9.57 Lakh,957000
Maruti Ignis 1.2 Zeta BSIV,73140,Petrol,Manual,1,2017,1248,5,4.83 Lakh,483000
Hyundai i20 1.2 Magna Opt,111437,Petrol,Manual,2,2012,1197,5,2.44 Lakh,244000
Nissan Sunny Diesel XV,174529,Diesel,Manual,2,2013,1197,5,2.58 Lakh,258000
Hyundai i10 Era,78755,Petrol,Manual,4,2011,1086,5,1.74 Lakh,174000
Hyundai Verna VTVT 1.4 E,35336,Petrol,Manual,1,2018,1248,5,6.75 Lakh,675000
Renault KWID Climber 1.0 AMT,11755,Petrol,Automatic,1,2019,1798,5,4.29 Lakh,429000
Maruti Wagon R LXI BS IV,95891,Petrol,Manual,3,2010,1497,5,1.34 Lakh,134000
Maruti Baleno 1.3 Zeta,76502,Diesel,Manual,2,2018,2143,5,5.99 Lakh,599000
Maruti Swift Dzire VXI,29526,Petrol,Manual,2,2021,1198,5,6.58 Lakh,658000
Hyundai i20 Magna,59650,Petrol,Manual,2,2012,796,5,2.77 Lakh,277000
Hyundai Getz 1.1 GVS,122236,Petrol,Manual,5,2009,1495,5,"95,157",95157
Maruti SX4 S Cross Zeta DDiS 200 SH,44641,Diesel,Manual,1,2018,1197,5,7.58 Lakh,758000
Skoda Superb Elegance 1.8 TSI AT,77613,Petrol,Automatic,3,2010,1956,5,3.08 Lakh,308000
Honda City i VTEC CVT VX,61687,Petrol,Automatic,2,2015,1399,5,6.83 Lakh,683000
Mercedes-Benz CLA 200 CDI Sport,144496,Diesel,Automatic,1,2016,1497,5,16.36 Lakh,1636000
Honda Brio EX MT,149636,Petrol,Manual,3,2013,1197,5,2.11 Lakh,211000
Maruti Alto 800 LXI,95489,Petrol,Manual,1,2015,1061,5,1.99 Lakh,199000
Hyundai Accent Executive,155835,Petrol,Manual,4,2011,1198,5,1.38 Lakh,138000
Maruti Swift VXI,51371,Petrol,Manual,1,2019,799,5,5.48 Lakh,548000
Jeep Compass 2.0 Limited 4X4,57400,Diesel,Manual,1,2018,1368,7,12.87 Lakh,1287000
Ford Figo Diesel Titanium,146439,Diesel,Manual,1,2011,2400,5,1.56 Lakh,156000
Honda City 1.5 V MT,69733,Petrol,Manual,1,2011,1461,5,4.01 Lakh,401000
Hyundai Xcent Prime T Plus CNG,92124,Cng,Manual,2,2018,1197,5,4.19 Lakh,419000
Maruti Wagon R LXI Minor,85191,Petrol,Manual,3,2008,1120,5,"90,698",90698
Volkswagen Polo 1.2 MPI Highline,157151,Petrol,Manual,2,2014,1248,5,2.97 Lakh,297000
Renault KWID RXT Optional,28691,Petrol,Manual,1,2018,1591,5,3.35 Lakh,335000
Fiat Linea T Jet Active,81350,Petrol,Manual,3,2011,1998,5,1.20 Lakh,120000
Volvo XC60 D5 Summum,126553,Diesel,Automatic,1,2013,999,7,15.56 Lakh,1556000
Nissan Terrano XL Plus 85 PS,86019,Diesel,Manual,2,2014,1196,5,4.16 Lakh,416000
Maruti Swift VXI,22511,Petrol,Manual,1,2020,1199,7,5.68 Lakh,568000
Hyundai Grand i10 CRDi Sportz,61893,Diesel,Manual,2,2017,2499,5,4.24 Lakh,424000
Maruti Ertiga ZDI,114892,Diesel,Manual,2,2015,2143,5,5.55 Lakh,555000
Hyundai Verna VTVT 1.6 SX,50720,Petrol,Manual,1,2019,1248,5,7.71 Lakh,771000
BMW 2 Series 220i M Sport,18000,Petrol,Automatic,1,2021,1199,7,40 Lakh,4000000
Skoda Kushaq 1.0 TSI Style 6 Airbags AT,16000,Petrol,Automatic,1,2022,2179,5,16.75 Lakh,1675000
Maruti Eeco 5 Seater AC 2020-2022,80000,Petrol,Manual,2,2020,1396,5,4.15 Lakh,415000
Honda WR-V i-VTEC VX,17000,Petrol,Manual,1,2019,1248,5,9 Lakh,900000
Lexus NX 300h,111000,Petrol,Automatic,1,2018,1186,5,42 Lakh,4200000
Mercedes-Benz M-Class ML 250 CDI,38000,Diesel,Automatic,2,2015,1498,5,28.50 Lakh,2850000
Maruti Ertiga SHVS VDI,71000,Diesel,Manual,1,2017,1197,5,7.71 Lakh,771000
Honda Amaze V Petrol BSIV,36500,Petrol,Manual,1,2017,1199,5,6 Lakh,600000
Mahindra XUV500 W8 AWD,77000,Diesel,Manual,1,2013,1499,5,5.90 Lakh,590000
Hyundai i20 1.4 Asta Option,68000,Diesel,Manual,1,2017,1172,5,7.11 Lakh,711000
Maruti Swift Dzire VDi,110000,Diesel,Manual,2,2010,1968,5,2.30 Lakh,230000
Hyundai Xcent 1.2 CRDi SX,65000,Diesel,Manual,1,2018,995,5,5.50 Lakh,550000
Honda BR-V i-DTEC V MT,77000,Diesel,Manual,2,2017,1086,5,7.50 Lakh,750000
Hyundai Grand i10 Asta Option,60000,Petrol,Manual,1,2015,1498,5,4.50 Lakh,450000
Tata Tiago XTA AMT,2640,Petrol,Automatic,1,2002,1298,5,6.10 Lakh,610000
Ford Fiesta Petrol Titanium,60000,Petrol,Manual,3,2011,1493,5,2.30 Lakh,230000
Fiat Punto 1.2 Active,80000,Petrol,Manual,1,2014,1197,5,1.60 Lakh,160000
Skoda Octavia 2.0 TDI AT Style Plus,120000,Diesel,Automatic,3,2016,1341,5,9.30 Lakh,930000
Chevrolet Spark 1.0 LT,80000,Petrol,Manual,2,2009,1497,5,"56,000",56000
Hyundai Santro Xing XE,25000,Petrol,Manual,1,2007,1353,5,1 Lakh,100000
Honda Amaze SX i-DTEC,90000,Diesel,Manual,2,2014,1120,5,3.20 Lakh,320000
Maruti Swift 1.3 LXI,30130,Petrol,Manual,2,2006,1248,7,2.15 Lakh,215000
Hyundai Verna SX Opt AT Diesel,32000,Diesel,Automatic,1,2021,1995,5,15.50 Lakh,1550000
Maruti Swift VXI,13000,Petrol,Manual,1,2022,1199,5,6.75 Lakh,675000
Hyundai Getz GLS,40000,Petrol,Manual,2,2005,799,5,1.10 Lakh,110000
Hyundai Creta SX Opt IVT,20000,Petrol,Automatic,1,2021,1298,5,15.50 Lakh,1550000
Kia Seltos GTX Plus DCT,16000,Petrol,Automatic,1,2021,2179,5,16.51 Lakh,1651000
Hyundai Grand i10 CRDi Magna,60000,Diesel,Manual,2,2014,1461,5,3.70 Lakh,370000
Maruti Swift Dzire ZDi,120000,Diesel,Manual,3,2010,1086,5,2.50 Lakh,250000
BMW X1 sDrive20d,120000,Diesel,Automatic,2,2012,1193,5,7.40 Lakh,740000
Skoda Fabia 1.2L Diesel Elegance,70000,Diesel,Manual,2,2012,1196,5,2.10 Lakh,210000
Datsun RediGO T Option,40000,Petrol,Manual,1,2017,1495,5,1.80 Lakh,180000
Maruti Swift Dzire VXi,120000,Petrol,Manual,2,2010,1498,7,3 Lakh,300000
Tata Hexa XTA,90000,Diesel,Automatic,1,2017,1598,5,10.51 Lakh,1051000
Nissan Micra Diesel XV,90000,Diesel,Manual,1,2011,1198,5,1.95 Lakh,195000
Hyundai Santro Xing XG AT eRLX Euro II,110000,Petrol,Automatic,3,2006,1197,5,1 Lakh,100000
Tata Zest Revotron 1.2T XM,110000,Petrol,Manual,2,2015,1586,7,2.80 Lakh,280000
Maruti Eeco 5 Seater Standard BSIV,89511,Petrol,Manual,1,2011,1493,4,2.25 Lakh,225000
Hyundai Accent Executive CNG,120000,Cng,Manual,2,2012,1248,5,1.50 Lakh,150000
Skoda Rapid 1.5 TDI AT Style Plus,70000,Diesel,Automatic,2,2016,1197,5,6 Lakh,600000
Skoda Rapid 1.6 MPI AT Elegance Black Package,90000,Petrol,Automatic,2,2014,1086,5,3.90 Lakh,390000
Honda Brio EX MT,50000,Petrol,Manual,1,2013,1248,5,3 Lakh,300000
Maruti Ritz LXI,132000,Petrol,Manual,2,2011,624,5,1.60 Lakh,160000
Maruti SX4 Vxi BSIII,80000,Petrol,Manual,3,2008,1198,5,1.75 Lakh,175000
Mahindra Bolero Neo N10,30000,Diesel,Manual,1,2021,796,5,10.20 Lakh,1020000
Maruti Swift RS VDI,100000,Diesel,Manual,1,2014,1461,5,4 Lakh,400000
Hyundai Grand i10 1.2 Kappa Magna BSIV,15000,Petrol,Manual,1,2019,1798,5,5.35 Lakh,535000
Hyundai Santro Xing GL Plus,120000,Petrol,Manual,2,2015,1582,5,2.20 Lakh,220000
Maruti Ertiga VDI,120000,Diesel,Manual,3,2013,1493,5,4 Lakh,400000
Tata Nano Lx,50000,Petrol,Manual,2,2011,1390,5,"35,000",35000
Honda Amaze SX i-VTEC,70000,Petrol,Manual,2,2014,2354,5,4.40 Lakh,440000
Maruti Alto 800 LXI,35000,Petrol,Manual,1,2016,1598,5,2.60 Lakh,260000
Nissan Terrano XL Plus 85 PS,70000,Diesel,Manual,1,2015,1590,5,5 Lakh,500000
Skoda Superb 1.8 TSI,80000,Petrol,Automatic,1,2009,1995,5,2.50 Lakh,250000
Hyundai Creta 1.6 CRDi SX Option,120000,Diesel,Manual,1,2016,1197,5,9 Lakh,900000
Hyundai Verna CRDi,100000,Diesel,Manual,2,2008,1590,5,1.90 Lakh,190000
Mahindra Renault Logan 1.4 GLX,90000,Petrol,Manual,3,2008,1582,5,1 Lakh,100000
Honda Accord 2.4 A/T,100000,Petrol,Automatic,1,2012,814,5,5.10 Lakh,510000
Volkswagen Vento Diesel Comfortline,110000,Diesel,Manual,3,2011,936,5,1.90 Lakh,190000
Maruti Baleno LXI - BSIII,90000,Petrol,Manual,2,2006,1196,5,1.30 Lakh,130000
BMW X1 sDrive 20d xLine,50000,Diesel,Automatic,3,2016,1248,5,21 Lakh,2100000
Hyundai Grand i10 Magna,90000,Petrol,Manual,2,2017,998,7,3.55 Lakh,355000
Maruti Baleno LXI,90000,Petrol,Manual,2,2006,1582,5,1.30 Lakh,130000
Hyundai Verna 1.6 SX CRDI (O) AT,88777,Diesel,Automatic,2,2015,1461,5,5.49 Lakh,549000
Hyundai EON Sportz,65239,Petrol,Manual,2,2012,1248,5,1.83 Lakh,183000
Chevrolet Beat Diesel LS,88741,Diesel,Manual,2,2014,1497,5,1.52 Lakh,152000
Maruti Eeco 5 Seater AC BSIV,58017,Petrol,Manual,1,2016,2179,5,3.15 Lakh,315000
Maruti Ciaz VDi Plus SHVS,70076,Diesel,Manual,3,2016,995,5,5.14 Lakh,514000
Maruti Alto K10 VXI,55202,Petrol,Manual,1,2018,1196,7,3.36 Lakh,336000
Hyundai Verna 1.6 CRDi EX MT,99681,Diesel,Manual,2,2012,999,5,3.44 Lakh,344000
Renault Duster 110PS Diesel RxZ,88189,Diesel,Manual,2,2013,1248,5,3.96 Lakh,396000
Tata Indica Quadrajet LS,273257,Diesel,Manual,4,2011,1086,5,"84,602",84602
Honda City i VTEC V,104062,Petrol,Manual,2,2014,1199,5,5.09 Lakh,509000
Mahindra XUV500 W8 2WD,103448,Diesel,Manual,2,2014,2179,5,5.81 Lakh,581000
Chevrolet Spark 1.0 LS,73672,Petrol,Manual,2,2013,1497,5,1.34 Lakh,134000
Maruti Eeco 5 Seater AC BSIV,93009,Petrol,Manual,1,2017,1498,5,3.15 Lakh,315000
Renault Kiger RXT,13244,Petrol,Manual,1,2021,999,5,7.49 Lakh,749000
Maruti Swift Dzire VDi,128999,Diesel,Manual,2,2010,1598,5,2.33 Lakh,233000
Hyundai i10 Magna 1.1,75722,Petrol,Manual,3,2010,1496,5,1.65 Lakh,165000
Honda Jazz VX CVT,94834,Petrol,Automatic,1,2018,1499,5,6.23 Lakh,623000
Mahindra XUV500 AT W10 FWD,93453,Diesel,Automatic,2,2017,1582,5,9.91 Lakh,991000
Honda City i-VTEC VX,26352,Petrol,Manual,1,2018,1197,5,9.21 Lakh,921000
Volkswagen Vento 1.5 TDI Highline AT,80746,Diesel,Automatic,3,2016,1497,5,4.92 Lakh,492000
Nissan Magnite XL,5973,Petrol,Manual,1,2021,1199,5,5.27 Lakh,527000
Volkswagen Vento Diesel Highline,118137,Diesel,Manual,3,2011,1498,5,2.27 Lakh,227000
Toyota Etios G,85560,Petrol,Manual,1,2011,1497,7,2.68 Lakh,268000
Ford Figo 1.5P Titanium AT,69693,Petrol,Automatic,2,2016,1197,5,4.11 Lakh,411000
Hyundai Creta 1.6 CRDi SX Option,91879,Diesel,Manual,2,2016,1197,5,8.14 Lakh,814000
Hyundai i20 Sportz Petrol,125403,Petrol,Manual,3,2010,1497,5,2.02 Lakh,202000
Honda City i VTEC VX,71434,Petrol,Manual,1,2016,1582,5,6.38 Lakh,638000
Tata Tiago 1.2 Revotron XZ,52328,Petrol,Manual,2,2016,2179,5,3.52 Lakh,352000
Honda Amaze S i-Dtech,65027,Diesel,Manual,2,2014,1199,5,3.71 Lakh,371000
Tata Altroz XE Diesel,4553,Diesel,Manual,1,2022,1598,5,7.07 Lakh,707000
Hyundai Grand i10 Sportz,50185,Petrol,Manual,1,2015,1497,5,3.85 Lakh,385000
Hyundai i20 Petrol CVT Asta,48953,Petrol,Automatic,2,2018,1197,5,6.82 Lakh,682000
Honda City 1.5 S MT,161875,Petrol,Manual,1,2011,1498,5,3.26 Lakh,326000
Hyundai Creta 1.6 CRDi SX,101585,Diesel,Manual,1,2016,1396,5,8.29 Lakh,829000
Mahindra Scorpio S5,27924,Diesel,Manual,1,2020,1950,5,12.36 Lakh,1236000
Volkswagen Polo Diesel Comfortline 1.2L,77863,Diesel,Manual,2,2013,1498,5,2.79 Lakh,279000
Skoda Rapid 1.6 TDI Ambition,140141,Diesel,Manual,1,2012,796,7,2.75 Lakh,275000
Honda City 1.5 S MT,116442,Petrol,Manual,1,2009,1197,5,2.89 Lakh,289000
Hyundai i20 Magna 1.2,46329,Petrol,Manual,1,2015,1197,5,4.31 Lakh,431000
Skoda Rapid 1.5 TDI Elegance,97702,Diesel,Manual,2,2015,1197,5,4.35 Lakh,435000
Hyundai i20 Sportz 1.4 CRDi,84533,Diesel,Manual,2,2015,1197,5,3.88 Lakh,388000
Mercedes-Benz E-Class Exclusive E 220 d BSIV,115372,Diesel,Automatic,1,2018,1248,5,40.98 Lakh,4098000
Volkswagen Vento 1.5 TDI Highline AT,79715,Diesel,Automatic,2,2016,1598,7,5.51 Lakh,551000
